COOLING 10C,,COOLING 7C,,COOLING 4C,,HEATING 60C,,HEATING 82C,,HEATING 104C,,HEATING 127C,,HEATING 150C,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
2.913601963043636,69.29538559602605,2.987105084849575,63.29402857307706,3.0754713971628744,56.25414739010346,4.961316105234996,40.76744173267503,4.8678792774100685,31.765782250686186,4.814580805200077,26.044187829183244,4.974476221830056,23.158799238396668,4.8678792774100685,15.868821245765417
3.1682502191580504,70.57270755921259,3.267990050194296,64.22191157030085,3.2922431927021325,57.57736314277943,5.2294534808593465,41.90593154911545,5.192657102221842,33.006855991639526,5.174697995740614,27.37966891214832,5.2572542271664116,24.049553670779645,5.2043082580795,17.077311921776698
3.429517239795274,71.7663751190741,3.5350884692453537,65.63422787576494,3.2570810061747064,56.165895996637076,5.477850681591107,43.2349286615069,5.453465759664967,34.35832447268861,5.471616942151341,28.583283770118655,5.5370712062688785,25.326483848899215,5.514511006391633,18.388852190316044
3.671624678919102,72.99575182128933,3.813442251173763,66.8236672515095,3.491989087396531,59.11483183614931,5.726247882322868,44.553299868944876,5.709507439889446,35.67629386019138,5.735089835660174,29.820916361401274,5.809797306758611,26.54694493212334,5.8101436256163765,19.480067572473786
3.910357419026365,74.02227929635296,4.092402091103262,68.20474955966361,3.703349959996478,60.66070955471034,6.004601664251277,45.679326217921115,5.956840219426018,36.86889542790732,5.974645083054629,30.991609175506696,6.099666190707699,27.702739793773645,6.068205286972633,20.80163739415798
4.147130656478849,75.19968537351886,4.380155956313859,69.29196795802467,3.8912341245991673,61.74176372163563,6.283561504180778,46.93334279047188,6.21810724006324,38.095785630094866,6.264003146688514,32.1264558245345,6.389188755799022,28.876403524161987,6.3661585517576675,21.757835769729624
4.434524379179793,76.24960642252499,4.587568793935288,70.70153545258759,4.0901163866420145,62.90045576879978,6.580480450591505,48.16393900108447,6.484599601113208,39.1978437724092,6.550053865230746,33.426778972356075,6.705897351224879,30.173813964202566,6.691871437485407,23.017212504861178
4.7589793125859465,77.30240399201972,4.828702622623236,71.40683664974608,4.3191024153960615,64.04138303772339,6.876113069816249,49.25949148730485,6.751091962163176,40.484662547791544,6.846972811641473,34.5775268144893,7.001298678926759,31.243898518829894,7.0175843232131445,24.182198084302385
5.155621356138532,78.59830134670025,5.183228571319198,73.084921596541,4.539575493727678,65.31082357926479,7.132541812293523,50.6561410449791,7.030908941265643,41.741685418263636,7.165635634907572,35.655691456240405,7.313686946601999,32.222834162449885,7.343297208940884,25.29502013033577
5.474367121315945,79.70782951295303,5.471270623293577,74.15344235884035,4.773126437925637,66.42135154367543,7.43212799595754,51.50346970109092,7.343297208940884,42.79961155532976,7.491348520635311,36.770997480055115,7.639399832329737,33.293428586200775,7.669010094668623,26.24886759836437
5.82762190546919,80.74501287001287,5.76358971316135,75.16168966313066,5.076766219000751,67.81633138586479,7.757840881685279,52.603871858217694,7.669010094668623,43.95962917920832,7.817061406363049,37.87885157052585,7.965112718057476,34.36402300995164,7.994722980396361,27.356721688835123
6.118825772221095,81.52206565472805,6.094731146984552,76.25998825907334,5.294963767145051,68.75735610136343,8.077913717443705,53.667724056562115,7.994722980396361,45.07990315858569,8.138098987510965,38.95727145811415,8.290825603785215,35.36506605582542,8.3204358661241,28.31056915686375
6.453015321285065,82.57740247108957,6.417154003563526,77.35026393535085,5.540772489061238,70.08040468419014,8.409266653140756,54.762448550188715,8.3204358661241,46.17036940458715,8.445456973777173,40.09846752603691,8.616538489512953,36.27171794600888,8.662598897595664,29.380808726645867
6.790572311948358,83.48378782651427,6.7526503970231175,78.4145002475527,5.84022389211937,71.14915928868353,8.734979538868496,55.758523640499845,8.64614875185184,47.19625222827418,8.794200063546265,40.94805451713044,8.942251375240692,37.1336582361285,8.954443836203763,30.302928075114707
7.091609979060358,84.20866483477988,7.084700917847952,79.3572414919167,6.155925689151582,72.18594401485527,9.060692424596233,56.82166613090675,8.971861637579577,48.25939471868109,9.119912949274005,41.95505910967942,9.267964260968432,38.02292228184268,9.297574523307317,31.07523642747796
7.411628583569081,85.09849033453791,7.365011401322734,80.33001345352672,6.471439484518148,73.3340188312741,9.369485160416039,57.543793957334664,9.306925132466965,49.23552328064293,9.445625835001744,42.849291110956244,9.576259345320356,38.86559608883488,9.623287409035056,31.929724784253594
7.772646012854722,85.90217656880512,7.677235167540536,81.01891183432812,6.775150300313522,74.46953502074156,9.590193586421007,58.396800276946664,9.614578508347147,50.28508903623267,9.75653358956004,43.810093716772585,9.894009807562009,39.666251011173244,9.933056307349549,32.77255755297841
8.07297867372056,86.57422478400127,8.034783923560736,81.97452255549237,7.084207413475637,75.3324696412528,9.842896854715123,58.90803004023498,9.940540219808828,50.92363831613603,10.185882393473877,44.933348469487534,10.27122962021537,40.6942212111471,10.274713180490533,33.631249564460916
8.421956765571707,87.28440079080518,8.341586053509019,82.71904733308472,7.3965956811508775,76.19428040967382,10.202332539217702,59.92370752663525,10.274713180490533,51.77919123481795,10.508305250052858,45.75554511510595,10.570815803879384,41.321644775441655,10.603716095367043,34.38886278776489
8.746083387245577,87.89625774644072,8.650096786830357,83.39471238327597,7.726672184486453,77.12965371317566,10.559906759859798,60.78504878451909,10.600426066218269,52.60138788043637,10.837308164929352,46.45851082722079,10.896528689607122,42.148809376622744,10.926138951946008,35.10921634434901
9.054770372128457,88.58315527656791,8.995549847450686,84.08975933193683,8.036800721614778,78.03033098311666,10.850468281524416,61.46670458198363,10.926138951946008,53.363969059303,11.155970988195453,47.224522261118786,11.203540357015566,42.8951793320744,11.251851837673748,35.91402514549816
9.407555497708891,89.17910807160578,9.306685373257743,84.67327064353597,8.370947490113963,78.9388609626487,11.192631312995974,62.177122227442446,11.251851837673748,54.19858559382804,11.50743515470413,48.05217867744953,11.560146922025673,43.6837615291412,11.554534519360132,36.66280644780187
9.709650674190138,90.08864216457995,9.647962627650793,85.33523032573811,8.686668058210314,79.77275797490562,11.518344198723714,62.89002385068258,11.577564723401483,54.923907105974806,11.795745603793272,48.66768222452722,11.873667346790338,44.22293082402871,11.903277609129226,37.41604728916329
10.043753134247227,90.5100351953051,9.987070632055646,85.94700518618961,8.981731725025872,80.67265913148805,11.837007021989816,63.66301407929953,11.896227546667586,55.68187518324755,12.167795952689936,49.47599972211134,12.187187771555013,44.886006775302285,12.228990494856962,38.05024603743726
,,10.185882393473877,86.08844434553492,9.260997140418105,81.31579808798473,12.181614075114751,64.48689036703675,12.248730669749555,56.445205498270454,12.452054471143235,50.33214406407453,12.515839911264923,45.59843352043716,12.54285927564915,38.80256010814108
,,,,9.584423939715268,82.0536499895203,12.508807473959433,65.00786330703988,12.541378762532204,57.01020004450928,12.788295450147022,50.84383560138363,12.850806003973563,46.11820587117934,12.908175887255148,39.504260174433995
,,,,9.889779770085024,82.65071470961225,12.804745595890846,65.52883624704302,12.878771251738062,57.677810472869936,13.121246400002043,51.517214378147585,13.15677871480871,46.74223628935432,13.18000244997646,40.171166461193906
,,,,10.14146699996555,83.1216916825334,13.142678589885428,66.21713466178242,13.229159356081539,58.388228118328755,13.456677525676906,52.17662767982987,13.51915192533697,47.45742474928202,13.543230600205952,40.84357459014367
,,,,,,13.480517583047185,66.79301533921844,13.504205792918295,58.92377372798233,13.768724136479008,52.53928843590325,13.844600433722398,47.98926213496204,13.861502958474176,41.352777296967595
,,,,,,13.795373372583999,67.23201701243786,13.859832635983267,59.515608275901045,14.092695242069162,53.157068321752675,14.153657546884517,48.43575714115512,14.196592427275899,41.891966074033775
,,,,,,14.104307109653039,67.82038854957428,14.171879246785366,60.29748805137643,14.417872195446876,53.85808956257263,14.479370432612253,49.08333833768417,14.5019306324895,42.4259503262248
,,,,,,14.44748245778576,68.39853119359066,14.53674031589384,60.66406926139314,14.75902291025728,54.34431229033241,14.773005534139532,49.625109359784574,14.79027818717055,43.10514082243267
,,,,,,14.760667924831662,68.89876610370663,14.78731716093666,60.97487698128137,15.185081685022354,55.09419758276117,15.190016728745501,50.58688189978217,15.21222442549966,43.842882223486065
,,,,,,15.196596787043028,69.39362967725273,15.19229444123311,61.79038599441161,15.536229026861701,55.74553052595138,15.517210127590182,50.70660962884202,15.515729614473244,44.292482201905806
,,,,,,15.494579427088322,69.99989486657896,15.508896477010417,62.31584283276872,15.841442500200976,56.3199026190792,15.828752387770027,51.29836410714727,15.843293141597158,44.98364901955936
,,,,,,15.841442500200976,70.59283895056996,15.856247631370422,62.73270525786536,16.173077438396497,56.54842857496105,16.169433098416324,51.86135357681561,16.18294752584279,45.651714843846584
,,,,,,16.167155385928716,70.9803394844566,16.176505995088363,63.13201558085268,16.477283923057044,57.06326565405874,16.52050451650608,52.32599754374686,16.502218880816102,46.09062064423936
,,,,,,16.508544292894687,71.19074701416879,16.46523202680683,63.66353453178705,16.829969719822227,57.66239707227813,16.812001099086665,52.680599171907495,16.803776026214752,46.57525778294305
,,,,,,16.820322937521773,71.54434855715733,16.83091876669206,64.24006577483247,17.144294043111934,58.222629599573786,17.123794630723474,53.16869019064811,17.144294043111934,47.16892847267962
,,,,,,17.12850190319786,71.90802238652194,17.131956433804067,64.70456961994016,17.488513342801475,58.539647263915334,17.470006928839673,53.622302748560756,17.46317379137685,47.548403847580424
,,,,,,17.470006928839673,72.37633499756097,17.481110777216752,65.00513093148044,17.772031604696306,58.91648739315711,17.79571981456741,54.03464306026063,17.823356059417037,48.01248732721742
,,,,,,17.79571981456741,72.73899575363436,17.79571981456741,65.33517313721484,18.12143270029515,59.430789078547534,18.14193211268361,54.391953710343465,18.13179629211376,48.3950199055414
,,,,,,18.12143270029515,73.0668808207692,18.11459956283233,65.78806162063253,18.447145586022888,60.07118220750426,18.452080629746035,54.6236217919658,18.425995398637973,48.92119737041969
,,,,,,18.463089573436136,73.24534507059667,18.447145586022888,66.25084578881467,18.772858471750627,60.592344402957394,18.767633131337885,55.053658415963994,18.772858471750627,49.423670590184756
,,,,,,18.767633131337885,73.41522217551494,18.772858471750627,66.67808996720251,19.118311532370956,60.71256892757351,19.098571357478367,55.61942088474568,19.098571357478367,50.089140066267234
,,,,,,19.107280258166274,73.71739076679607,19.119721544863282,66.97829642477402,19.42099421405734,61.01130865540746,19.424284243206106,56.0367291520082,19.424284243206106,50.571978033094226
,,,,,,19.422006530718498,74.07346504784749,19.429836167394647,67.21152419574194,19.727353987145285,61.447417225093346,19.749997128933845,56.46397333039602,19.758222201805758,50.71328876909846
,,,,,,19.749997128933845,74.42810064493504,19.7406465197742,67.538330693577,20.194151064017124,62.281449294258074,20.20285996470503,56.699512870601616,20.194151064017124,51.426466389869866
,,,,,,,,20.194151064017124,68.18338050268517,20.519863949744863,62.59939845026762,20.516573920596098,57.0766878497894,20.519863949744863,51.848742612695034
,,,,,,,,20.519863949744863,68.50132965869471,20.84346181673411,62.84069914902486,20.845576835472603,57.66621857655709,20.845576835472603,52.27598679108286
,,,,,,,,20.845576835472603,68.84908654808015,21.171289721200342,63.03997766727097,21.171289721200342,57.979199777003984,21.174579750349103,52.42557745302484
,,,,,,,,21.171289721200342,69.10742023733789,21.481326585689846,63.4886624959818,21.497002606928078,58.4064439553918,21.500292636076843,52.86275754253796
,,,,,,,,21.5038357443909,69.26748667370808,21.822715492655817,63.96061827443346,21.83850763256989,58.61046133049793,21.81037788334795,53.31511749627029
,,,,,,,,21.811611644278734,69.58381169039907,22.148428378383556,64.35308676388274,22.132636238469484,58.89098522126884,22.148428378383556,53.74153368206433
,,,,,,,,22.132484390970312,70.03295217842334,22.474141264111296,64.69090774214288,22.474141264111296,59.23609253435419,22.474141264111296,54.163809904889504
,,,,,,,,22.474141264111296,70.45302648687827,22.81579813725228,64.93471971514057,22.799854149839035,59.49371651567443,22.820353562227496,54.42558294799832
,,,,,,,,22.799854149839035,70.59780690613262,23.123825255429193,65.10237135580228,23.125567035566775,60.0330945481906,23.133792108438687,54.64790957471652
,,,,,,,,23.125567035566775,70.74684557301208,23.44757863850215,65.4354800820949,23.45127992129451,60.511437698079966,23.446054580881768,55.053658415963994
,,,,,,,,23.45127992129451,71.00517926226983,23.75649339463379,65.81328354887367,23.77699280702225,60.69667146977302,23.77699280702225,55.54986950686859
,,,,,,,,23.79749221941071,71.16033233599565,24.10270569274999,66.17632645537495,24.104447472887568,60.72414134170767,24.10270569274999,55.93737004075522
,,,,,,,,24.105173214611565,71.35790410721793,24.42841857847773,66.37504467788091,24.43397050266627,61.0431863702678,24.42841857847773,56.26028715232741
,,,,,,,,24.43364391889047,71.42862441581563,24.754131464205468,66.66318610051457,24.744878257224567,61.33691674290942,24.756409176693076,56.54842857496105
,,,,,,,,24.7710516141134,71.7638570474801,25.198285399288746,66.9910711676494,25.198285399288746,61.90388467149675,25.198285399288746,56.78523445678066
,,,,,,,,25.198285399288746,72.17264881949237,25.51610221505945,67.07353922998936,25.523998285016486,62.21686587194364,25.508322263778254,57.04025617566331
,,,,,,,,25.523998285016486,72.42601455318747,25.847969390606647,67.28827180336788,25.849711170744225,62.52984707239053,25.83376718333098,57.401770480453
,,,,,,,,25.849711170744225,72.63466868681874,26.18726816140752,67.58358266775467,26.19592346886042,62.744615612868124,26.175424056471964,57.76557768781007
,,,,,,,,26.175424056471964,72.81848304263676,26.49126685475341,67.9287727800994,26.504838224992064,62.94901832298905,26.501136942199704,58.08352684381962
,,,,,,,,26.501136942199704,72.96752170951622,26.82684982792744,68.19828436937311,26.821297903738902,63.24957963452931,26.82684982792744,58.36173235532796
,,,,,,,,26.82684982792744,73.13643219864629,27.15256271365518,68.41687441412967,27.160458783612217,63.54695317458355,27.15256271365518,58.62503400014836
,,,,,,,,27.15256271365518,73.29540677665106,27.478275599382922,68.62056059219829,27.478275599382922,63.90597076324432,27.45791854402494,58.70017432803343
,,,,,,,,27.471442461920095,73.30839989119953,27.803988485110654,68.88386223701869,27.803988485110654,64.15436854137677,27.7834890727222,59.028584852006624
,,,,,,,,27.7921443801751,73.4199368627548,28.129701370838394,69.08258045952465,28.129701370838394,64.40276631950923,28.129701370838394,59.270868223292744
,,,,,,,,28.133649405816914,73.60938156821048,28.455414256566133,69.14716388183908,28.455414256566133,64.67600387545494,28.455414256566133,59.43930557379779
,,,,,,,,28.45313654407853,73.84646769367721,28.801626554682333,69.23625952445714,28.781127142293872,64.93433756471268,28.781127142293872,59.89659405487402
,,,,,,,,28.77717910731535,73.95183930499576,29.10289199304309,69.52382954121288,29.10289199304309,64.98964746997683,29.10684002802161,60.2923745146984
,,,,,,,,29.10684002802161,74.23435037799173,29.42860487877083,69.8340192237722,29.427000989560813,65.21689003733835,29.43255291374935,60.5824084918321
,,,,,,,,29.43255291374935,74.33370948924471,29.75826579947709,70.25288884849726,29.74901259249619,65.49012759328404,29.75826579947709,60.70163942533567
,,,,,,,,29.75826579947709,74.40822882268445,30.20241973456037,70.51831961713023,30.20241973456037,65.92296072167984,30.204270375956543,60.83142726440988
,,,,,,,,30.20241973456037,74.52249180062537,30.52813262028811,70.60774281725791,30.52813262028811,66.1216789441858,30.533684544476653,61.09100294255829
,,,,,,,,30.52813262028811,74.58210726737717,30.853845506015848,70.75678148413738,30.853845506015848,66.32536512225442,30.849615468538868,61.40425028348176
,,,,,,,,30.853845506015848,74.68146637863015,31.179558391743587,70.91575606214215,31.179558391743587,66.53898721144833,31.179558391743587,61.71510236011608
,,,,,,,,31.179558391743587,74.70133820088074,31.505271277471326,71.12441019577342,31.505271277471326,66.72280156726634,31.505271277471326,61.958532182685886
,,,,,,,,31.505271277471326,74.80069731213372,31.85148357558752,71.16873964540936,31.830984163199066,66.90164796752171,31.830984163199066,62.18705813856774
,,,,,,,,31.682932851504635,74.80069731213372,32.14986391146398,71.3410894883905,32.17719646131526,67.01552879503474,32.1566970489268,62.45532773895079
,,,,,,,,,,32.47846189967602,71.43805379029533,32.49820207456861,67.13911624341634,32.48240993465454,62.668949828144704
,,,,,,,,,,32.803892782905294,71.66236881241456,32.80584510789467,67.39806137335873,32.81040053286989,62.79926312405727
,,,,,,,,,,33.13383570611002,71.84192492060745,33.13383570611002,67.49614664985205,33.131985064713845,62.93535644519176
,,,,,,,,,,33.44721098252988,72.08653758973978,33.46182630432537,67.71753913107985,33.47139269677332,63.21178177262349
,,,,,,,,,,33.7852614775655,72.27200793074536,33.78032643384235,67.89234110597332,33.79710558250106,63.43037181738005
,,,,,,,,,,34.11097436329324,72.43595046431277,34.11097436329324,68.0641495691816,34.108696650805626,63.682030612497215
,,,,,,,,,,34.43668724902098,72.61479686456813,34.43668724902098,68.24299596943695,34.43668724902098,63.886098940993726
,,,,,,,,,,34.76240013474872,72.75886757588496,34.76240013474872,68.41190645856702,34.76240013474872,64.06494534124909
,,,,,,,,,,35.206554069831995,72.98242557620416,35.206554069831995,68.61062468107299,35.206554069831995,64.29347129713095
,,,,,,,,,,35.532266955559734,73.12152833195834,35.532266955559734,68.7845031257657,35.532266955559734,64.47231769738632
,,,,,,,,,,35.857979841287474,73.27056699883781,35.857979841287474,68.95838157045843,35.857979841287474,64.63129227539108
,,,,,,,,,,36.1814150145276,73.29999258178582,36.18369272701521,69.0974843262126,36.18369272701521,64.8250425423344
,,,,,,,,,,36.50940561274295,73.4032823831543,36.50940561274295,69.14219592627644,36.50940561274295,64.97904916477651
,,,,,,,,,,36.82665842351672,73.57503170403444,36.83511849847069,69.21174730415353,36.82828536100787,65.00197819045029
,,,,,,,,,,37.15589634047528,73.78971835513464,37.16310909668603,69.31012374287762,37.16477941917695,65.08436982270467
,,,,,,,,,,37.47470016499061,73.85711695226792,37.47971113246335,69.49868768258523,37.4979328323642,65.29623401993027
,,,,,,,,,,37.81909029311673,74.04824311960634,37.81225715565391,69.66747442776722,37.8099794431663,65.4307509705497
,,,,,,,,,,38.13797004138165,74.22441446686643,38.142905085104786,69.97740388408275,38.13797004138165,65.53404077191817
,,,,,,,,,,38.46368292710939,74.31383766699412,38.46368292710939,70.18854199549534,38.46791296458636,65.68236973086013
,,,,,,,,,,38.789395812837114,74.443004511623,38.789395812837114,70.37945343068856,38.789395812837114,65.91302481055455
,,,,,,,,,,39.11510869856485,74.55229953400128,39.11510869856485,70.49844779487964,39.11510869856485,66.01735187737017
,,,,,,,,,,39.44082158429259,74.68146637863015,39.44082158429259,70.56799917275671,39.44082158429259,66.1514866775617
,,,,,,,,,,39.76653447002033,74.80566526769638,39.76653447002033,70.63258259507117,39.76653447002033,66.25581374437732
,,,,,,,,,,40.21068840510361,74.9894796235144,40.21068840510361,70.76174943970003,40.21068840510361,66.38994854456885
,,,,,,,,,,40.49198589732303,75.08076580697806,40.49198589732303,70.84558368981973,40.49198589732303,66.48744467248585
,,,,,,,,,,44.74105854295307,76.5494176701862,44.74105854295307,72.12793721942853,44.75700253036632,67.6923172028387
,,,,,,,,,,45.088979125434975,76.63821987586854,45.088979125434975,72.2049405306496,45.088979125434975,67.86046339111297
,,,,,,,,,,45.39248431440855,76.71832815931626,45.39248431440855,72.2869117974333,45.3719849020201,67.8688707005267
,,,,,,,,,,45.71819720013629,76.82762318169455,45.71819720013629,72.38627090868628,45.71819720013629,67.98466228017921
,,,,,,,,,,46.04391008586403,76.90711047069694,46.04391008586403,72.45582228656338,46.04391008586403,68.03434183580569
,,,,,,,,,,46.36962297159177,77.00646958194991,46.36962297159177,72.56511730894165,46.36962297159177,68.13370094705868
,,,,,,,,,,46.695335857319506,77.0958927820776,46.695335857319506,72.64460459794402,46.695335857319506,68.21318823606106
,,,,,,,,,,47.021048743047245,77.19525189333058,47.021048743047245,72.72409188694641,47.021048743047245,68.26286779168755
,,,,,,,,,,47.346761628774985,77.27473918233297,47.346761628774985,72.82841895376205,47.346761628774985,68.35229099181524
,,,,,,,,,,47.672474514502724,77.32441873795945,47.672474514502724,72.84829077601265,47.672474514502724,68.45165010306822
,,,,,,,,,,47.998187400230464,77.42377784921243,47.998187400230464,72.94268193170298,47.998187400230464,68.5311373920706
,,,,,,,,,,48.3239002859582,77.42874580477508,48.3239002859582,73.00229739845477,48.3239002859582,68.61062468107299
,,,,,,,,,,48.64961317168594,77.52810491602807,48.64961317168594,73.05197695408125,48.64961317168594,68.68514401451273
,,,,,,,,,,48.97532605741368,77.53307287159072,48.97532605741368,73.13643219864629,48.97532605741368,68.7845031257657
,,,,,,,,,,49.30103894314142,77.58772038277985,49.30103894314142,73.16127197645953,49.30103894314142,68.86895837033074
,,,,,,,,,,49.62675182886916,77.58772038277985,49.62675182886916,73.26559904327516,49.62675182886916,68.89876610370663
,,,,,,,,,,49.86363392758024,77.58772038277985,49.86363392758024,73.27056699883781,49.86363392758024,68.89876610370663
